movie_name,recommend_movie
Repo! The Genetic Opera,"
Recommended Movies: 
After Earth | Genres: Action,Adventure,ScienceFiction | Rating: 5.0
Megiddo: The Omega Code 2 | Genres: Action,ScienceFiction,Thriller | Rating: 3.6
Soul Men | Genres: Comedy,Music | Rating: 6.3
Joyful Noise | Genres: Comedy,Music | Rating: 6.7
R.L. Stine's Monsterville: The Cabinet of Souls | Genres: Comedy,Horror | Rating: 6.9
Survival of the Dead | Genres: Horror,ScienceFiction | Rating: 4.6
A Haunted House 2 | Genres: Comedy,Horror | Rating: 5.4
Stung | Genres: Comedy,Horror | Rating: 4.9
Teeth | Genres: Comedy,Horror | Rating: 5.2
Vessel | Genres: Horror,ScienceFiction | Rating: 5.9
"
Kurtlar vadisi - Irak,"
Recommended Movies: 
天將雄師 | Genres: Action,Adventure,Drama | Rating: 5.9
Rockaway | Genres: Action,Adventure,Drama | Rating: 5.8
Highway | Genres: Action,Adventure,Drama | Rating: 5.6
Mercy Streets | Genres: Action,Adventure,Drama | Rating: 5.5
Madison | Genres: Action,Adventure,Drama | Rating: 5.3
American Ninja 2: The Confrontation | Genres: Action,Adventure,Drama | Rating: 4.9
The Man in the Iron Mask | Genres: Action,Adventure,Drama | Rating: 6.3
Crossover | Genres: Action,Adventure,Drama | Rating: 4.2
Exodus: Gods and Kings | Genres: Action,Adventure,Drama | Rating: 5.6
The Huntsman: Winter's War | Genres: Action,Adventure,Drama | Rating: 6.0
"
Pulp Fiction,"
Recommended Movies: 
Suspect Zero | Genres: Crime,Thriller | Rating: 5.5
Z 風暴 | Genres: Crime,Thriller | Rating: 5.8
Legend | Genres: Crime,Thriller | Rating: 6.7
Hodejegerne | Genres: Crime,Thriller | Rating: 7.1
The Frozen Ground | Genres: Crime,Thriller | Rating: 6.1
Knockaround Guys | Genres: Crime,Thriller | Rating: 5.9
Ocean's Twelve | Genres: Crime,Thriller | Rating: 6.4
Ocean's Thirteen | Genres: Crime,Thriller | Rating: 6.5
Blue Ruin | Genres: Crime,Thriller | Rating: 6.9
Child 44 | Genres: Crime,Thriller | Rating: 6.1
"
The Muppet Movie,"
Recommended Movies: 
Troop Beverly Hills | Genres: Adventure,Comedy,Family | Rating: 5.6
The Country Bears | Genres: Adventure,Comedy,Family | Rating: 4.3
Snow Dogs | Genres: Adventure,Comedy,Family | Rating: 5.3
Beverly Hills Chihuahua | Genres: Adventure,Comedy,Family | Rating: 4.9
Sky High | Genres: Adventure,Comedy,Family | Rating: 5.8
Muppets Most Wanted | Genres: Adventure,Comedy,Crime,Family | Rating: 6.2
The Master of Disguise | Genres: Comedy,Family | Rating: 3.7
Inspector Gadget | Genres: Action,Adventure,Comedy,Family | Rating: 4.3
Marmaduke | Genres: Comedy,Family | Rating: 5.0
Unaccompanied Minors | Genres: Comedy,Family | Rating: 5.4
"
Nightcrawler,"
Recommended Movies: 
The International | Genres: Crime,Drama,Thriller | Rating: 6.0
Blood Ties | Genres: Crime,Drama,Thriller | Rating: 6.0
Zulu | Genres: Crime,Drama,Thriller | Rating: 6.7
The Son of No One | Genres: Crime,Drama,Thriller | Rating: 4.8
Snabba Cash | Genres: Crime,Drama,Thriller | Rating: 6.5
N-Secure | Genres: Crime,Drama,Thriller | Rating: 4.3
London to Brighton | Genres: Crime,Drama,Thriller | Rating: 6.5
Adulterers | Genres: Crime,Drama,Thriller | Rating: 5.2
Civil Brand | Genres: Crime,Drama,Thriller | Rating: 5.3
Compliance | Genres: Crime,Drama,Thriller | Rating: 6.3
"
Club Dread,"
Recommended Movies: 
R.L. Stine's Monsterville: The Cabinet of Souls | Genres: Comedy,Horror | Rating: 6.9
A Haunted House 2 | Genres: Comedy,Horror | Rating: 5.4
Stung | Genres: Comedy,Horror | Rating: 4.9
Teeth | Genres: Comedy,Horror | Rating: 5.2
Girls Gone Dead | Genres: Comedy,Horror | Rating: 3.5
Love in the Time of Monsters | Genres: Comedy,Horror | Rating: 5.0
My Name Is Bruce | Genres: Comedy,Horror | Rating: 5.9
Poultrygeist: Night of the Chicken Dead | Genres: Comedy,Horror | Rating: 5.9
Stan Helsing | Genres: Comedy,Horror | Rating: 4.0
A Haunted House | Genres: Comedy,Horror | Rating: 5.4
"
The Sound of Music,"
Recommended Movies: 
Save the Last Dance | Genres: Drama,Family,Music,Romance | Rating: 6.3
Footloose | Genres: Drama,Family,Music,Romance | Rating: 6.4
Krush Groove | Genres: Drama,Music,Romance | Rating: 7.0
Brave New Girl | Genres: Drama,Family,Music | Rating: 3.7
We Are Your Friends | Genres: Drama,Music,Romance | Rating: 6.3
Departure | Genres: Drama,Family,Romance | Rating: 7.5
Groove | Genres: Drama,Music,Romance | Rating: 5.6
Oliver! | Genres: Drama,Family,Music | Rating: 7.0
Mo' Better Blues | Genres: Drama,Romance | Rating: 6.3
The Rose | Genres: Drama,Music,Romance | Rating: 6.8
"
Splash,"
Recommended Movies: 
The Invention of Lying | Genres: Comedy,Fantasy,Romance | Rating: 6.0
Little Nicky | Genres: Comedy,Fantasy,Romance | Rating: 5.2
Ghost Town | Genres: Comedy,Fantasy,Romance | Rating: 6.4
Down to Earth | Genres: Comedy,Fantasy,Romance,ScienceFiction | Rating: 4.9
Beauty Shop | Genres: Comedy,Romance | Rating: 5.4
Un Plan parfait | Genres: Comedy,Romance | Rating: 5.6
Say It Isn't So | Genres: Comedy,Romance | Rating: 4.8
Think Like a Man Too | Genres: Comedy,Romance | Rating: 6.4
Hardball | Genres: Comedy,Romance | Rating: 6.3
Why Did I Get Married Too? | Genres: Comedy,Romance | Rating: 6.1
"
Little Miss Sunshine,"
Recommended Movies: 
Los insólitos peces gato | Genres: Comedy,Drama | Rating: 5.7
Real Women Have Curves | Genres: Comedy,Drama | Rating: 5.8
Clockwatchers | Genres: Comedy,Drama | Rating: 5.6
Walter | Genres: Comedy,Drama | Rating: 5.3
Welcome Home Roscoe Jenkins | Genres: Comedy,Drama | Rating: 5.7
Flawless | Genres: Comedy,Drama | Rating: 5.9
A Madea Christmas | Genres: Comedy,Drama | Rating: 7.0
Play It to the Bone | Genres: Comedy,Drama | Rating: 5.7
Barbershop 2:  Back in Business | Genres: Comedy,Drama | Rating: 5.6
The Cookout | Genres: Comedy,Drama | Rating: 4.6
"
Stand by Me,"
Recommended Movies: 
Wall Street: Money Never Sleeps | Genres: Crime,Drama | Rating: 5.8
Blood Done Sign My Name | Genres: Crime,Drama | Rating: 6.0
Deadline - U.S.A. | Genres: Crime,Drama | Rating: 6.9
Ajami | Genres: Crime,Drama | Rating: 6.8
Water & Power | Genres: Crime,Drama | Rating: 3.0
Better Luck Tomorrow | Genres: Crime,Drama | Rating: 6.5
Kids | Genres: Crime,Drama | Rating: 6.8
Heli | Genres: Crime,Drama | Rating: 6.2
Butterfly | Genres: Crime,Drama | Rating: 5.0
Black Mass | Genres: Crime,Drama | Rating: 6.3
"
28 Days Later,"
Recommended Movies: 
The Last Days on Mars | Genres: Horror,ScienceFiction,Thriller | Rating: 5.2
Decoys | Genres: Horror,ScienceFiction,Thriller | Rating: 4.7
Creature | Genres: Horror,ScienceFiction,Thriller | Rating: 4.0
Containment | Genres: Horror,ScienceFiction,Thriller | Rating: 5.1
Area 51 | Genres: Horror,ScienceFiction,Thriller | Rating: 4.2
Quarantine | Genres: Horror,ScienceFiction,Thriller | Rating: 5.5
Splice | Genres: Horror,ScienceFiction,Thriller | Rating: 5.5
Survival of the Dead | Genres: Horror,ScienceFiction | Rating: 4.6
Supernova | Genres: Horror,ScienceFiction,Thriller | Rating: 4.9
The Cell | Genres: Horror,ScienceFiction,Thriller | Rating: 6.0
"
You Got Served,"
Recommended Movies: 
Cradle Will Rock | Genres: Drama | Rating: 7.2
Extraordinary Measures | Genres: Drama | Rating: 6.0
United Passions | Genres: Drama | Rating: 3.0
Love Ranch | Genres: Drama | Rating: 6.0
Flash of Genius | Genres: Drama | Rating: 6.3
The Game of Their Lives | Genres: Drama | Rating: 5.8
Hands of Stone | Genres: Drama | Rating: 6.1
Won't Back Down | Genres: Drama | Rating: 5.8
ATL | Genres: Drama | Rating: 6.0
Bobby Jones: Stroke of Genius | Genres: Drama | Rating: 5.5
"
Escape from Alcatraz,"
Recommended Movies: 
Wall Street: Money Never Sleeps | Genres: Crime,Drama | Rating: 5.8
Blood Done Sign My Name | Genres: Crime,Drama | Rating: 6.0
Deadline - U.S.A. | Genres: Crime,Drama | Rating: 6.9
Ajami | Genres: Crime,Drama | Rating: 6.8
Water & Power | Genres: Crime,Drama | Rating: 3.0
Better Luck Tomorrow | Genres: Crime,Drama | Rating: 6.5
Kids | Genres: Crime,Drama | Rating: 6.8
Heli | Genres: Crime,Drama | Rating: 6.2
Butterfly | Genres: Crime,Drama | Rating: 5.0
Black Mass | Genres: Crime,Drama | Rating: 6.3
"
Brown Sugar,"
Recommended Movies: 
Beauty Shop | Genres: Comedy,Romance | Rating: 5.4
Un Plan parfait | Genres: Comedy,Romance | Rating: 5.6
Say It Isn't So | Genres: Comedy,Romance | Rating: 4.8
Think Like a Man Too | Genres: Comedy,Romance | Rating: 6.4
Why Did I Get Married Too? | Genres: Comedy,Romance | Rating: 6.1
My Boss's Daughter | Genres: Comedy,Romance | Rating: 4.4
I Think I Love My Wife | Genres: Comedy,Romance | Rating: 5.0
Easy Virtue | Genres: Comedy,Romance | Rating: 6.3
Two Can Play That Game | Genres: Comedy,Romance | Rating: 6.6
Dysfunctional Friends | Genres: Comedy,Romance | Rating: 5.0
"
A Thin Line Between Love and Hate,"
Recommended Movies: 
You Kill Me | Genres: Comedy,Crime,Romance,Thriller | Rating: 6.2
Duplicity | Genres: Comedy,Crime,Romance | Rating: 5.7
Heartbreakers | Genres: Comedy,Crime,Romance | Rating: 5.7
The Whole Ten Yards | Genres: Comedy,Crime,Thriller | Rating: 5.5
Rien ne va plus | Genres: Comedy,Crime,Thriller | Rating: 6.4
Da Sweet Blood of Jesus | Genres: Comedy,Romance,Thriller | Rating: 4.1
The Curse of the Jade Scorpion | Genres: Comedy,Crime,Mystery,Romance,Thriller | Rating: 6.5
Ca$h | Genres: Comedy,Crime,Thriller | Rating: 6.0
Rush Hour 3 | Genres: Action,Comedy,Crime,Thriller | Rating: 6.1
Rush Hour 2 | Genres: Action,Comedy,Crime,Thriller | Rating: 6.4
"
50/50,"
Recommended Movies: 
Médecin de campagne | Genres: Comedy,Drama | Rating: 6.0
Welcome Home Roscoe Jenkins | Genres: Comedy,Drama | Rating: 5.7
Flawless | Genres: Comedy,Drama | Rating: 5.9
A Madea Christmas | Genres: Comedy,Drama | Rating: 7.0
Play It to the Bone | Genres: Comedy,Drama | Rating: 5.7
Barbershop 2:  Back in Business | Genres: Comedy,Drama | Rating: 5.6
The Cookout | Genres: Comedy,Drama | Rating: 4.6
Why Did I Get Married? | Genres: Comedy,Drama | Rating: 6.1
Crazy in Alabama | Genres: Comedy,Drama | Rating: 6.5
For Your Consideration | Genres: Comedy,Drama | Rating: 5.9
"
Shutter,"
Recommended Movies: 
The Caveman's Valentine | Genres: Drama,Mystery,Thriller | Rating: 6.0
The Life Before Her Eyes | Genres: Drama,Mystery,Thriller | Rating: 6.1
Disturbia | Genres: Drama,Mystery,Thriller | Rating: 6.6
The Sisterhood of Night | Genres: Drama,Mystery,Thriller | Rating: 6.5
Dream House | Genres: Drama,Mystery,Thriller | Rating: 5.8
Gosford Park | Genres: Drama,Mystery,Thriller | Rating: 6.8
Spellbound | Genres: Drama,Mystery,Thriller | Rating: 7.3
Ask Me Anything | Genres: Drama,Mystery,Thriller | Rating: 5.5
Flightplan | Genres: Drama,Mystery,Thriller | Rating: 6.1
Eye of the Beholder | Genres: Drama,Mystery,Thriller | Rating: 5.3
"
That Awkward Moment,"
Recommended Movies: 
About Last Night | Genres: Comedy,Romance | Rating: 6.0
Beauty Shop | Genres: Comedy,Romance | Rating: 5.4
Un Plan parfait | Genres: Comedy,Romance | Rating: 5.6
Say It Isn't So | Genres: Comedy,Romance | Rating: 4.8
Think Like a Man Too | Genres: Comedy,Romance | Rating: 6.4
Hardball | Genres: Comedy,Romance | Rating: 6.3
Why Did I Get Married Too? | Genres: Comedy,Romance | Rating: 6.1
My Boss's Daughter | Genres: Comedy,Romance | Rating: 4.4
I Think I Love My Wife | Genres: Comedy,Romance | Rating: 5.0
Easy Virtue | Genres: Comedy,Romance | Rating: 6.3
"
Modern Problems,"
Recommended Movies: 
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Imagine That | Genres: Comedy | Rating: 5.7
Le petit Nicolas | Genres: Comedy | Rating: 5.9
Welcome to Mooseport | Genres: Comedy | Rating: 4.8
Parental Guidance | Genres: Comedy | Rating: 5.7
Tammy | Genres: Comedy | Rating: 5.0
Under the Rainbow | Genres: Comedy | Rating: 4.9
Marci X | Genres: Comedy | Rating: 3.3
Lottery Ticket | Genres: Comedy | Rating: 5.6
Dirty Work | Genres: Comedy | Rating: 6.5
"
Kicks,"
Recommended Movies: 
Shanghai Surprise | Genres: Adventure | Rating: 2.9
The Secret Life of Bees | Genres: Adventure | Rating: 7.4
Days of Thunder | Genres: Adventure | Rating: 5.9
Rapa Nui | Genres: Adventure | Rating: 6.2
George and the Dragon | Genres: Adventure | Rating: 5.0
Master and Commander: The Far Side of the World | Genres: Adventure | Rating: 6.9
Robin Hood: Prince of Thieves | Genres: Adventure | Rating: 6.6
Rob Roy | Genres: Adventure | Rating: 6.5
End of the Spear | Genres: Adventure,Drama | Rating: 6.1
The Wicked Lady | Genres: Adventure,Drama | Rating: 4.3
"
Much Ado About Nothing,"
Recommended Movies: 
Sex and the City 2 | Genres: Comedy,Drama,Romance | Rating: 5.4
Life or Something Like It | Genres: Comedy,Drama,Romance | Rating: 5.7
Little Black Book | Genres: Comedy,Drama,Romance | Rating: 5.2
Mumford | Genres: Comedy,Drama,Romance | Rating: 6.3
Anywhere But Here | Genres: Comedy,Drama,Romance | Rating: 5.9
Chéri | Genres: Comedy,Drama,Romance | Rating: 5.9
Molière | Genres: Comedy,Drama,Romance | Rating: 6.7
Molly | Genres: Comedy,Drama,Romance | Rating: 5.5
Being Julia | Genres: Comedy,Drama,Romance | Rating: 6.4
How to Deal | Genres: Comedy,Drama,Romance | Rating: 5.7
"
On Her Majesty's Secret Service,"
Recommended Movies: 
Killer Elite | Genres: Action,Adventure,Thriller | Rating: 6.1
Ong Bak 2 | Genres: Action,Adventure,Thriller | Rating: 6.0
Die Another Day | Genres: Action,Adventure,Thriller | Rating: 5.8
Knock Off | Genres: Action,Adventure,Thriller | Rating: 4.7
Commando | Genres: Action,Adventure,Thriller | Rating: 6.4
The World Is Not Enough | Genres: Action,Adventure,Thriller | Rating: 6.0
Ballistic: Ecks vs. Sever | Genres: Action,Adventure,Thriller | Rating: 4.3
Space Cowboys | Genres: Action,Adventure,Thriller | Rating: 6.3
Maximum Risk | Genres: Action,Adventure,Thriller | Rating: 5.2
Chain of Command | Genres: Action,Adventure,Thriller | Rating: 5.3
"
New Nightmare,"
Recommended Movies: 
The Unborn | Genres: Horror,Mystery,Thriller | Rating: 4.8
Truth or Dare | Genres: Horror,Mystery,Thriller | Rating: 5.7
The Stepfather | Genres: Horror,Mystery,Thriller | Rating: 5.4
Regression | Genres: Horror,Mystery,Thriller | Rating: 5.3
House on Haunted Hill | Genres: Horror,Mystery,Thriller | Rating: 5.5
Devil | Genres: Horror,Mystery,Thriller | Rating: 5.8
2:13 | Genres: Horror,Mystery,Thriller | Rating: 4.6
Bubba Ho-tep | Genres: Comedy,Fantasy,Horror,Mystery,Thriller | Rating: 6.7
From Hell | Genres: Horror,Mystery,Thriller | Rating: 6.6
Ghost Ship | Genres: Horror,Mystery,Thriller | Rating: 5.3
"
Drive Me Crazy,"
Recommended Movies: 
The Singles Ward | Genres: Comedy,Drama,Family,Romance | Rating: 7.5
Trippin' | Genres: Comedy,Romance | Rating: 4.5
The Princess Diaries 2: Royal Engagement | Genres: Comedy,Drama,Family,Romance | Rating: 6.0
Sex and the City 2 | Genres: Comedy,Drama,Romance | Rating: 5.4
We Bought a Zoo | Genres: Comedy,Drama,Family | Rating: 6.5
Fat Albert | Genres: Comedy,Drama,Family | Rating: 4.3
Life or Something Like It | Genres: Comedy,Drama,Romance | Rating: 5.7
Little Black Book | Genres: Comedy,Drama,Romance | Rating: 5.2
Mumford | Genres: Comedy,Drama,Romance | Rating: 6.3
Anywhere But Here | Genres: Comedy,Drama,Romance | Rating: 5.9
"
Akeelah and the Bee,"
Recommended Movies: 
Cradle Will Rock | Genres: Drama | Rating: 7.2
Extraordinary Measures | Genres: Drama | Rating: 6.0
United Passions | Genres: Drama | Rating: 3.0
Love Ranch | Genres: Drama | Rating: 6.0
Flash of Genius | Genres: Drama | Rating: 6.3
The Game of Their Lives | Genres: Drama | Rating: 5.8
Hands of Stone | Genres: Drama | Rating: 6.1
Won't Back Down | Genres: Drama | Rating: 5.8
ATL | Genres: Drama | Rating: 6.0
Bobby Jones: Stroke of Genius | Genres: Drama | Rating: 5.5
"
Half Baked,"
Recommended Movies: 
Identity Thief | Genres: Comedy,Crime | Rating: 5.6
Small Apartments | Genres: Comedy,Crime | Rating: 5.7
King's Ransom | Genres: Comedy,Crime | Rating: 5.1
Malibu's Most Wanted | Genres: Comedy,Crime | Rating: 4.7
An Everlasting Piece | Genres: Comedy,Crime | Rating: 6.0
Starsky & Hutch | Genres: Comedy,Crime | Rating: 5.6
The Naked Gun 33⅓: The Final Insult | Genres: Comedy,Crime | Rating: 6.3
The Jerky Boys | Genres: Comedy,Crime | Rating: 4.8
Analyze That | Genres: Comedy,Crime | Rating: 5.7
We're the Millers | Genres: Comedy,Crime | Rating: 6.8
"
New in Town,"
Recommended Movies: 
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Jack and Jill | Genres: Comedy | Rating: 4.1
The Dictator | Genres: Comedy | Rating: 5.9
Imagine That | Genres: Comedy | Rating: 5.7
Daddy's Home | Genres: Comedy | Rating: 5.8
Scary Movie 3 | Genres: Comedy | Rating: 5.8
Get Him to the Greek | Genres: Comedy | Rating: 5.9
The Three Stooges | Genres: Comedy | Rating: 4.9
Le petit Nicolas | Genres: Comedy | Rating: 5.9
Welcome to Mooseport | Genres: Comedy | Rating: 4.8
"
American Psycho,"
Recommended Movies: 
Civil Brand | Genres: Crime,Drama,Thriller | Rating: 5.3
The International | Genres: Crime,Drama,Thriller | Rating: 6.0
Blood Ties | Genres: Crime,Drama,Thriller | Rating: 6.0
Zulu | Genres: Crime,Drama,Thriller | Rating: 6.7
The Son of No One | Genres: Crime,Drama,Thriller | Rating: 4.8
Snabba Cash | Genres: Crime,Drama,Thriller | Rating: 6.5
N-Secure | Genres: Crime,Drama,Thriller | Rating: 4.3
London to Brighton | Genres: Crime,Drama,Thriller | Rating: 6.5
Adulterers | Genres: Crime,Drama,Thriller | Rating: 5.2
Compliance | Genres: Crime,Drama,Thriller | Rating: 6.3
"
The Good Girl,"
Recommended Movies: 
Anywhere But Here | Genres: Comedy,Drama,Romance | Rating: 5.9
Sex and the City 2 | Genres: Comedy,Drama,Romance | Rating: 5.4
Shall We Dance? | Genres: Comedy,Drama,Romance | Rating: 5.9
Life or Something Like It | Genres: Comedy,Drama,Romance | Rating: 5.7
Little Black Book | Genres: Comedy,Drama,Romance | Rating: 5.2
Mumford | Genres: Comedy,Drama,Romance | Rating: 6.3
Chéri | Genres: Comedy,Drama,Romance | Rating: 5.9
Molière | Genres: Comedy,Drama,Romance | Rating: 6.7
Molly | Genres: Comedy,Drama,Romance | Rating: 5.5
Being Julia | Genres: Comedy,Drama,Romance | Rating: 6.4
"
Bon Cop Bad Cop,"
Recommended Movies: 
Code Name: The Cleaner | Genres: Action,Comedy,Crime | Rating: 4.7
Drive Hard | Genres: Action,Comedy,Crime | Rating: 3.9
Corky Romano | Genres: Action,Comedy,Crime | Rating: 4.1
Next Day Air | Genres: Action,Comedy,Crime | Rating: 5.3
Miss Congeniality | Genres: Action,Comedy,Crime | Rating: 6.1
The Heat | Genres: Action,Comedy,Crime | Rating: 6.5
Micmacs à tire-larigot | Genres: Action,Comedy,Crime | Rating: 6.8
Mad Money | Genres: Action,Comedy,Crime | Rating: 5.9
一個好人 | Genres: Action,Comedy,Crime | Rating: 6.3
Money Train | Genres: Action,Comedy,Crime | Rating: 5.4
"
The Boondock Saints II: All Saints Day,"
Recommended Movies: 
Bullet to the Head | Genres: Action,Crime,Thriller | Rating: 5.2
Safe | Genres: Action,Crime,Thriller | Rating: 6.3
War | Genres: Action,Crime,Thriller | Rating: 6.0
Code of Honor | Genres: Action,Crime,Thriller | Rating: 4.1
Shade | Genres: Action,Crime,Thriller | Rating: 6.1
Nighthawks | Genres: Action,Crime,Thriller | Rating: 6.4
放‧逐 | Genres: Action,Crime,Thriller | Rating: 7.0
Chicago Overcoat | Genres: Action,Crime,Thriller | Rating: 6.1
Checkmate | Genres: Action,Crime,Thriller | Rating: 4.2
The Sentinel | Genres: Action,Crime,Thriller | Rating: 5.8
"
The City of Your Final Destination,"
Recommended Movies: 
Cradle Will Rock | Genres: Drama | Rating: 7.2
Extraordinary Measures | Genres: Drama | Rating: 6.0
United Passions | Genres: Drama | Rating: 3.0
Love Ranch | Genres: Drama | Rating: 6.0
Flash of Genius | Genres: Drama | Rating: 6.3
The Game of Their Lives | Genres: Drama | Rating: 5.8
Hands of Stone | Genres: Drama | Rating: 6.1
Won't Back Down | Genres: Drama | Rating: 5.8
ATL | Genres: Drama | Rating: 6.0
Bobby Jones: Stroke of Genius | Genres: Drama | Rating: 5.5
"
